study_hours,previous_test_scores,anxiety_level,family_income,mathematics_course,statistics_course,secondary_school,test_score,stress_level
3.745401188473625,5.325894325515859,6.790710861525199,37452.61125389495,-1.8250522940380127,0.1928396089422456,12.573167460249714,1074.604366653408,6.790710861525199
9.50714306409916,0.5182353682242691,3.7368445416693374,48164.410519355486,1.777590921953284,0.1911056226911449,5.361611435223666,1464.3416969024709,3.7368445416693374
7.319939418114051,3.366042781939206,5.506330476075963,71471.46701104933,1.2289083560519811,,2.6790042209450764,1862.365032016239,5.506330476075963
5.986584841970366,,6.640688025224912,38294.18746310381,1.0709182778007784,0.2655875983073599,4.404169953451551,1106.1647120454506,6.640688025224912
1.5601864044243652,0.6337497047276774,4.932774870592574,31560.58378920202,0.2438352661685962,0.767233394159223,-5.989085970137028,718.6579084482429,4.932774870592574
1.5599452033620265,9.899602323899453,5.909481824282269,27744.27481585289,-0.1136792451504926,0.2058873107665993,12.362796833696375,834.7517843624635,5.909481824282269
0.5808361216819946,,3.967140712224857,37871.56390341268,7.165115978611316,0.3216863687013094,14.939592928918332,928.9821924276548,3.967140712224857
8.661761457749352,8.09874445854635,4.607066833143806,66802.8852224026,3.5527699355885187,0.4654869724396994,3.7503945738375135,1988.8215107276344,4.607066833143806
6.011150117432088,2.5464065476376385,4.588281138239319,48297.5819117157,2.168480684956537,0.9431958496934508,12.13282498001547,1375.8599145322707,4.588281138239319
7.080725777960454,6.8150272222392925,3.506843306919522,33648.8962216124,0.3353974746101648,0.9317314247538246,-2.984037390707737,1232.5518020966217,3.506843306919522
0.2058449429580244,7.6022785988968655,4.646451673768436,29971.099976584952,3.021471601790007,,-4.579794963574865,681.3842326787401,4.646451673768436
9.699098521619945,,1.9027634022725064,39963.76859062274,1.5539843291743556,0.3582190412430728,1.28647324110246,1385.607495477956,1.9027634022725064
8.324426408004218,4.715761885501584,4.01769250571579,76395.46237314254,0.0786142583221069,,4.044587268575291,1930.7381384988232,4.01769250571579
2.1233911067827616,4.118409141472686,4.430249013260658,40581.60275540146,-0.9106929757977452,0.5099850793134971,-1.7579067687018428,947.1744089743348,4.430249013260658
1.8182496720710064,3.4886826654299528,4.48764049500924,79287.44455727813,-0.2427520129880646,0.4605825506946666,4.764377332579386,1808.521712563229,4.48764049500924
1.8340450985343384,9.29529144247826,4.517005108258442,49113.82734592137,-9.511277207634167,0.9007601624507324,3.1447263745138985,1170.0640794579676,4.517005108258442
3.042422429595377,8.306194077877292,4.876471600279742,30749.835097409054,0.6318025178929254,,-5.988147427037385,909.4460462441184,4.876471600279742
5.247564316322379,9.650269106665126,5.958883036172128,73468.40550761056,-1.4654282403310792,0.3835673910072921,4.6315511221620485,1988.4746271823856,5.958883036172128
4.319450186421157,1.2429722348554473,6.749034148265045,47621.32238808961,4.778009994848652,0.4917379430189894,7.044697697650648,1289.2533577745403,6.749034148265045
2.91229140198042,,3.7004695463034656,62580.28061027147,0.0580322124352628,0.8962362491461331,2.2002852231327363,1444.514269783724,3.7004695463034656
6.118528947223795,,2.593598289221711,79022.6949925491,-3.566890258604886,0.8067078077450615,9.068536722831848,2203.6301204037563,2.593598289221711
1.3949386065204183,1.8123306616566013,2.915911175513794,23010.52101919844,-0.1496404623843531,0.0036563113446492,-7.521826554478663,695.0608647092633,2.915911175513794
2.921446485352181,0.664962673667775,4.025594157610145,25801.67358725403,-3.138363255187513,0.3200595641835825,4.275652954922962,605.642568325234,4.025594157610145
3.663618432936917,7.4112064929005905,4.296157364366982,63227.40448776537,1.4202222471373993,0.4217742419361259,-7.191964944777425,1523.4451604308235,4.296157364366982
4.56069984217036,5.744731131799119,3.4600078676050856,36909.500197728325,0.8728420930184562,,-6.798569507631613,1234.801587780754,3.4600078676050856
7.851759613930136,8.41828776758272,2.407766671500211,31058.083817005943,2.873518893324803,0.1995716158959387,-3.41651583616453,1218.1960546230546,2.407766671500211
1.9967378215835967,1.397723766262895,4.087758345051624,22361.71278918377,-2.372645375083696,0.0377845065956796,-5.594421285019714,379.5022698605635,4.087758345051624
5.142344384136116,,5.362853240227943,21310.80271917211,0.1020242886844404,0.6433697250697605,-2.8359707311879645,722.1101604088758,5.362853240227943
5.924145688620425,2.0162732004774453,6.190058931671129,66469.13618718745,-4.095065386279906,0.2625102904831656,-0.4990521749783212,1707.2775220693306,6.190058931671129
0.4645041271999772,1.636559428657045,3.885153893783357,28066.005642173,2.104484345774144,0.052347178431313,6.860081404319692,508.01401018620953,3.885153893783357
6.075448519014383,,4.174004355713132,48063.23695826905,1.556613541320366,0.2309793105280636,-1.2481132709399172,1316.929219001387,4.174004355713132
1.7052412368729153,,3.1466033823053783,56353.80891076898,1.4874150630827123,0.8019139528361265,-10.099379947387147,1360.8593864916595,3.1466033823053783
0.6505159298527952,,4.937121659250447,45701.108034130775,0.0048570940708233,,8.980474925466122,1211.3813568767798,4.937121659250447
